age,job,marital,education,default,housing,loan
Adult,admin.,single,high school,no,yes,no
Adult,admin.,single,high school,no,yes,no
young adult,student,single,basic,no,yes,yes
Adult,retired,divorced,high school,no,yes,no
Adult,admin.,single,high school,no,yes,no
Adult,services,married,high school,no,yes,yes
Adult,admin.,married,professional course,no,yes,yes
Adult,admin.,single,university degree,no,yes,no
Adult,management,married,basic,no,yes,no
Adult,technician,married,high school,no,yes,no
Adult,retired,divorced,university degree,no,no,no
Adult,unemployed,married,basic,no,yes,no
Adult,unemployed,married,basic,no,unknown,unknown
Adult,unemployed,married,basic,no,no,no
Elderly,admin.,married,basic,unknown,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,services,single,professional course,no,yes,no
Adult,admin.,married,university degree,no,yes,yes
Adult,admin.,married,university degree,no,no,no
Adult,technician,single,university degree,no,no,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,unknown,married,professional course,unknown,yes,no
Adult,admin.,single,university degree,no,no,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,entrepreneur,married,high school,no,yes,no
young adult,student,married,university degree,no,no,no
Adult,technician,married,university degree,no,yes,no
Adult,blue-collar,single,basic,no,yes,yes
Adult,technician,single,high school,no,no,no
Adult,admin.,single,high school,no,yes,no
Adult,services,divorced,basic,no,yes,no
young adult,student,single,high school,no,no,no
young adult,student,single,high school,no,no,no
young adult,admin.,single,university degree,no,no,no
Adult,unknown,married,professional course,unknown,yes,yes
Adult,technician,married,professional course,no,no,no
Adult,services,married,high school,no,unknown,unknown
young adult,self-employed,single,professional course,no,no,no
Adult,services,married,high school,no,yes,no
Adult,technician,single,university degree,no,no,no
Adult,services,single,high school,no,no,yes
young adult,self-employed,single,university degree,no,no,no
Adult,unemployed,married,basic,no,no,no
Adult,management,married,basic,no,no,no
Adult,unemployed,unknown,university degree,no,no,no
young adult,admin.,single,university degree,no,unknown,unknown
young adult,unemployed,single,high school,no,no,no
Elderly,retired,married,high school,no,unknown,unknown
Elderly,retired,married,high school,no,yes,yes
Adult,admin.,single,high school,no,yes,no
Adult,admin.,married,university degree,no,yes,yes
young adult,student,single,high school,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,yes
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
young adult,admin.,single,university degree,no,yes,no
Adult,services,divorced,basic,no,yes,no
young adult,admin.,single,university degree,no,yes,no
young adult,services,single,professional course,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,management,married,university degree,no,no,no
Adult,unemployed,married,professional course,no,yes,no
Adult,unemployed,married,professional course,no,yes,yes
Adult,admin.,divorced,high school,no,yes,no
Adult,technician,married,professional course,no,unknown,unknown
Adult,management,single,university degree,no,unknown,unknown
young adult,admin.,single,high school,no,yes,no
young adult,admin.,single,high school,no,yes,no
Adult,technician,married,university degree,no,no,no
young adult,technician,single,professional course,no,yes,no
Adult,admin.,married,unknown,no,no,no
young adult,admin.,married,high school,no,yes,yes
Adult,admin.,married,high school,no,yes,yes
Adult,admin.,single,university degree,no,yes,no
Adult,management,married,university degree,no,yes,yes
young adult,unknown,single,university degree,no,no,no
young adult,unknown,single,university degree,no,yes,yes
young adult,unknown,single,university degree,no,yes,no
young adult,unknown,single,university degree,no,yes,no
young adult,unknown,single,university degree,no,no,no
young adult,admin.,single,university degree,no,no,yes
young adult,unknown,single,university degree,no,yes,yes
young adult,blue-collar,single,basic,no,no,no
Adult,technician,single,university degree,no,yes,no
Adult,unemployed,married,basic,no,yes,yes
Adult,admin.,single,university degree,no,no,yes
young adult,student,single,high school,no,no,no
Adult,admin.,single,university degree,no,no,no
Adult,admin.,single,university degree,no,yes,no
Adult,technician,divorced,high school,no,yes,no
Adult,self-employed,single,university degree,no,no,no
Adult,admin.,single,university degree,no,no,no
Adult,admin.,divorced,university degree,no,yes,yes
Adult,admin.,single,high school,no,no,no
young adult,management,divorced,basic,no,yes,no
young adult,technician,single,professional course,no,yes,no
Adult,services,single,high school,no,no,no
Adult,housemaid,unknown,university degree,no,no,no
young adult,self-employed,single,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,high school,no,yes,yes
Adult,management,married,university degree,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,management,married,basic,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,management,married,basic,no,no,no
Adult,technician,single,professional course,no,yes,no
Adult,entrepreneur,married,professional course,no,yes,yes
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,university degree,no,yes,yes
Adult,technician,married,professional course,no,no,no
Adult,services,married,unknown,no,yes,no
Adult,entrepreneur,married,high school,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,unemployed,married,basic,no,yes,no
Adult,admin.,married,university degree,no,yes,yes
Adult,admin.,married,university degree,unknown,yes,yes
young adult,technician,single,professional course,no,no,no
Adult,retired,divorced,high school,no,yes,no
Adult,retired,married,basic,no,no,no
young adult,blue-collar,single,professional course,no,yes,no
young adult,technician,single,high school,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,retired,married,basic,no,no,no
Adult,management,married,university degree,no,yes,no
Adult,technician,single,professional course,no,no,no
Adult,admin.,single,university degree,no,no,no
young adult,technician,single,professional course,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,technician,single,university degree,no,yes,no
young adult,admin.,married,high school,no,no,no
Adult,blue-collar,divorced,professional course,no,no,no
young adult,blue-collar,single,basic,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,services,married,high school,no,no,no
Adult,admin.,single,university degree,no,no,no
young adult,retired,single,high school,no,unknown,unknown
Adult,retired,married,professional course,no,yes,no
young adult,blue-collar,single,basic,no,unknown,unknown
Adult,retired,married,professional course,no,no,no
Adult,retired,married,professional course,no,yes,no
Adult,blue-collar,divorced,basic,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,admin.,single,high school,no,no,no
Adult,technician,divorced,university degree,no,no,no
young adult,student,single,professional course,no,yes,no
young adult,admin.,single,high school,no,no,no
Adult,services,married,high school,no,yes,no
Adult,blue-collar,divorced,professional course,no,no,no
Adult,management,divorced,university degree,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,technician,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,self-employed,married,professional course,no,no,no
young adult,student,single,high school,no,yes,no
Adult,management,married,basic,no,yes,no
young adult,student,single,unknown,no,yes,no
young adult,admin.,single,university degree,no,yes,yes
young adult,technician,single,professional course,no,no,no
young adult,admin.,married,high school,no,yes,no
young adult,admin.,single,university degree,no,yes,no
young adult,technician,single,university degree,no,yes,no
Adult,technician,married,professional course,no,yes,no
young adult,technician,single,university degree,no,yes,no
young adult,technician,single,university degree,no,yes,no
Adult,blue-collar,single,high school,no,yes,no
young adult,services,single,high school,no,no,no
Adult,blue-collar,married,basic,unknown,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,services,married,high school,no,yes,no
Adult,blue-collar,married,professional course,no,yes,no
Adult,blue-collar,married,professional course,no,yes,no
young adult,services,single,basic,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,blue-collar,married,professional course,no,unknown,unknown
young adult,admin.,single,university degree,no,no,no
Adult,entrepreneur,married,basic,no,yes,no
Adult,admin.,single,university degree,no,yes,no
young adult,admin.,divorced,university degree,no,yes,no
Adult,management,married,university degree,no,yes,no
young adult,admin.,single,university degree,no,yes,no
Adult,admin.,married,high school,no,yes,no
young adult,admin.,married,university degree,no,unknown,unknown
Adult,retired,married,university degree,no,yes,no
Adult,admin.,single,high school,no,no,no
young adult,student,single,high school,no,yes,yes
Adult,admin.,divorced,high school,no,no,no
Elderly,admin.,married,university degree,no,yes,no
Adult,technician,married,university degree,no,yes,no
Adult,technician,married,university degree,no,no,no
Adult,services,married,high school,unknown,no,no
Adult,admin.,divorced,high school,no,yes,no
Adult,admin.,single,university degree,no,no,no
young adult,admin.,single,high school,no,yes,no
Adult,admin.,married,university degree,no,yes,no
young adult,student,single,university degree,unknown,yes,no
young adult,services,single,high school,no,no,no
Adult,technician,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
young adult,student,single,high school,no,yes,no
young adult,technician,single,professional course,no,yes,no
young adult,technician,single,professional course,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,management,single,university degree,no,yes,no
young adult,admin.,married,high school,no,no,no
Adult,self-employed,married,university degree,no,yes,no
Adult,management,married,university degree,no,yes,yes
Adult,management,married,university degree,no,yes,no
Adult,admin.,single,basic,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,admin.,single,basic,no,unknown,unknown
young adult,student,single,high school,no,no,no
young adult,services,single,high school,no,no,no
Adult,management,married,university degree,no,yes,no
young adult,services,single,high school,no,yes,yes
Adult,management,married,university degree,no,yes,no
young adult,technician,single,university degree,no,yes,yes
Adult,admin.,single,university degree,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,entrepreneur,married,basic,no,no,no
young adult,services,single,high school,no,no,no
young adult,blue-collar,single,basic,no,yes,no
Adult,housemaid,divorced,high school,no,no,yes
Elderly,entrepreneur,married,high school,no,no,no
Adult,admin.,single,university degree,no,yes,no
Elderly,entrepreneur,married,high school,no,no,no
Elderly,entrepreneur,married,high school,no,yes,no
Adult,admin.,married,high school,no,no,no
